sr_pcode,state_region,ts_pcode,township,vt_pcode,village_tract,village_pcode,village,village_mya_mmr3
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002041,Naw Kaw,169546,Naw Kaw,နောကော
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002041,Naw Kaw,169548,Tha Pyay Kone,သပြေကုန်း
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002020,Nwet Pyin Nyar,169444,Hpar Hta Ka Lawt,ဖါးထကလော့
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002020,Nwet Pyin Nyar,169441,Htee Hpoe Hta,ထီးဖိုးထ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002020,Nwet Pyin Nyar,169442,Kyaw Mee Khoe,ကျော်မီးခိုး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002020,Nwet Pyin Nyar,169440,Nya Ba Lee Khee,ညဗလီးခီး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002020,Nwet Pyin Nyar,169443,Pa Law Nyar Thi,ပလောညာသီ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002071,Pa Hta Lar Pa,169709,Ah Htet Taw Ka Sa,အထက်တောကစ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002071,Pa Hta Lar Pa,169710,Auk Taw Ka Sa,အောက်တောကစ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002071,Pa Hta Lar Pa,169708,Me Ta Pu Khee,မဲ့တပူးခီး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002071,Pa Hta Lar Pa,169707,Pa Hta Lar Pa,ပထလာပ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002055,Pa Ta,169609,Bamar Su,ဗမာစု
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002055,Pa Ta,169612,Kaw Doe,ကော်ဒိုး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002055,Pa Ta,169613,Kawt Su Kone,ကော့စူးကုန်း
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002055,Pa Ta,169608,Kayin Su,ကရင်စု
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002055,Pa Ta,169611,Kha Wea Ban,ခဝဲဘန်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002055,Pa Ta,169614,Ku Lar Su,ကုလားစု
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002055,Pa Ta,169610,Kyon Sein,ကျုံစိန်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002055,Pa Ta,169607,Pa Ta,ပတ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002019,Pat Kyaw,169435,Kawt War Mee,ကော့ဝါးမီး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002019,Pat Kyaw,169438,Kho Yaw,ခိုရော
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002019,Pat Kyaw,169436,Kone Ka Lay,ကုံးကလေး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002019,Pat Kyaw,169437,Kone Ka Lay Ywar Thit,ကုံးကလေးရွာသစ်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002019,Pat Kyaw,169439,Me Laung Gyi,မဲလောင်ကြီး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002019,Pat Kyaw,169431,Pat Kyaw Ywar Gyi,ပါတ်ကျောရွာကြီး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002019,Pat Kyaw,169432,Pat Kyaw Ywar Lay,ပါတ်ကျောရွာလေး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002019,Pat Kyaw,169434,Pat Pyo,ပါတ်ပျိုး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002019,Pat Kyaw,169433,Sin Thay Kone,ဆင်သေကုန်း
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002070,Paung,169706,Ku Lar,ကုလား
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002070,Paung,169705,Paung,​ပေါင်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002062,Paw Lauk,169654,Htauk Ka Yar,ထောက်ကယား
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002062,Paw Lauk,169652,Paw Lauk,ပေါလောက်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002062,Paw Lauk,169653,Taung Ka Lay,တောင်ကလေး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002062,Paw Lauk,169656,Taung Thu Su,တောင်သူစု
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002062,Paw Lauk,169655,Ya Sa,ရစ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002062,Paw Lauk,169657,Yar Ki,ယာကီ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002006,Pein Hne Taw,169374,Pein Hne Taw,ပိန္နဲတော
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002006,Pein Hne Taw,169375,See Sein Kone,စည်းစိမ်ကုန်း
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002072,Poe Pa Lay,169716,Htar Kha Yi Khee,ထားခရီခီး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002072,Poe Pa Lay,169712,Htee Htaw Bar Khee,ထီးထော်ဗာခီး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002072,Poe Pa Lay,169713,Kha Law Khar Khee,ခလောခါခီး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002072,Poe Pa Lay,169711,Kha Lel Day,ခလယ်ဒေး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002072,Poe Pa Lay,169715,Lar Kaw Kho,လားကောခို
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002072,Poe Pa Lay,169714,Maw Hpoe Kha Lo,မောဖိုးခလိုး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002025,Saw Law,169469,Htee Sa Yar,ထီးစရား
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002025,Saw Law,169471,Htee Thaw Khee,ထီးသောခီး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002025,Saw Law,169470,Ku Ni Kyoe,ကူနီကြိုး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002025,Saw Law,169467,Kwee Law Hpa Lo,ကွီးလောဖလိုး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002025,Saw Law,169468,Me Ka Yet,မဲကရက်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002031,Shwe Gun,169506,Auk Taw,အောက်တော
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002031,Shwe Gun,169505,Kan Ni,ကမ်းနီ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002031,Shwe Gun,169504,Shwe Gun,ရွှေဂွန်း
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002031,Shwe Gun,169507,Ta Ku Seik,တကူဆိပ်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002009,Sin Ku,169393,Kayin Su,ကရင်စု
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002009,Sin Ku,169391,Ko Maung,ကိုမောင်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002009,Sin Ku,169389,Myaing Thar Yar,မြိုင်သာယာ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002009,Sin Ku,169392,No Hta Baung,နိုထဘောင်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002009,Sin Ku,169390,Pein Hne Taw,ပိန္နဲတော
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002009,Sin Ku,169394,Seik Hpu Kone,ဆိတ်ဖူးကုန်း
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002009,Sin Ku,169388,Sin Ku,ဆင်ကူး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002039,Ta Khin Lone,169537,Ta Khin Lone,တခင်းလုံး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002042,Ta Khwet Hpoe,169551,Pan Taw Mee,ပန်းတောမီး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002042,Ta Khwet Hpoe,169550,Ta Khwet Hpoe,တခွက်ဖိုး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002042,Ta Khwet Hpoe,169552,Ta Khwet Hpoe Kan Nar,တခွက်ဖိုးကန္နား
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002035,Ta Wun Hpan Ya,169525,Kawt Lan Su,ကော့လန်စု
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002035,Ta Wun Hpan Ya,169527,Nar Deik,နားဒိုက်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002035,Ta Wun Hpan Ya,169526,Naung Nay,နောင်နေ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002035,Ta Wun Hpan Ya,169524,Ta Wun Hpan Ya,တဝန်ဖန်ရ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002058,Tar Ka Yar,169629,Naung Taing,နောင်တိုင်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002058,Tar Ka Yar,169628,Nee Hpa,နီးဖ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002058,Tar Ka Yar,169630,Shwe Eik,ရွှေအိပ်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002058,Tar Ka Yar,169626,Tar Ka Yar (Middle),တာကရား (အလယ်)
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002058,Tar Ka Yar,169627,Tar Ka Yar (West),တာကရား (အနောက်)
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002065,Tar Le,169672,Day Law Hpwar,ဒေလော်ဖွား
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002065,Tar Le,169671,Khar Hta,ခါထ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002065,Tar Le,169668,Tar Lel,တာလယ်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002065,Tar Le,169670,Thet Kha Hta,သက်ခထ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002065,Tar Le,169669,Thit Maw Ku,သစ်မော်ကူး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002016,Tar Paung,169423,Htan Taw,ထန်းတော
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002016,Tar Paung,169424,Kawt Hpyar,ကော့ဖျာ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002016,Tar Paung,169420,Kawt Paw,ကော့ပေါ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002016,Tar Paung,169421,Kyauk Taung,ကျောက်တောင်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002016,Tar Paung,169419,Naung Taing,နောင်တိုင်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002016,Tar Paung,169422,Ta Paung Kan Nar,တာပေါင်ကန္နား
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002016,Tar Paung,169418,Tar Paung Kone,တာပေါင်ကုန်း
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002069,Tha Mo,169694,Hpar Ei,ဖာအီး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002069,Tha Mo,169702,Hpar Kway Khwee,ဖါကွေးခွီး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002069,Tha Mo,169703,Hta Kee Kho,ထကီးခို
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002069,Tha Mo,169699,Htee Par,ထီးပါ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002069,Tha Mo,169700,Maw Khee,မော်ခီး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002069,Tha Mo,169701,Naw Yi,နော်ရီ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002069,Tha Mo,169704,Oh Lar Ka Lo,အိုလာကလိုး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002069,Tha Mo,169698,Sa Law Khee,စလောခီး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002069,Tha Mo,169696,Sar Pyet,စားပျက်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002069,Tha Mo,169693,Su Hta,စူးထ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002069,Tha Mo,169692,Tha Mo,သမို
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002069,Tha Mo,169695,War Ka Lu Khoet,ဝါကလူခို့
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002069,Tha Mo,169697,Yaw Hta,ရောထ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002015,Tha Pu To,169417,Kyon Kaw,ကျုံကော်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002015,Tha Pu To,169416,Tha Pu To,သပုတို
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002013,Than Ban,169411,Than Ban,သမ္ဘာန်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002013,Than Ban,169412,Than Ban Kan Nar,သမ္ဘာန်ကန္နား
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002040,Thar Yar Kone (Kat Pa Li),169542,Ah Win Wa,အဝင်ဝ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002040,Thar Yar Kone (Kat Pa Li),169540,Kat Pa Li,ကပ္ပလီ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002040,Thar Yar Kone (Kat Pa Li),169543,Kat Pa Li (Lower),ကပ္ပလီ (အောက်)
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002040,Thar Yar Kone (Kat Pa Li),169545,Ku Lar Kone,ကုလားကုံး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002040,Thar Yar Kone (Kat Pa Li),169541,Let Pan Kone,လက်ပန်ကုန်း
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002040,Thar Yar Kone (Kat Pa Li),169544,Shunt Bwet,ရွံ့ဗွက်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002040,Thar Yar Kone (Kat Pa Li),169538,Thar Yar Kone,သာယာကုန်း
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002040,Thar Yar Kone (Kat Pa Li),169539,War Khoke Taw,ဝါးခုတ်တော
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002038,U Daung,169535,Hla Ka Zaing,လှကဇိုင်း
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002038,U Daung,169536,Nan Thar Ohn,နန်သာအုံး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002038,U Daung,169534,U Daung,ဥဒေါင်း
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002047,Win Pa Ya,169575,Chaung Wa,ချောင်းဝ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002047,Win Pa Ya,169576,Ka Ye Htaw,ကရဲထော်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002047,Win Pa Ya,169574,Kone Ka Lay,ကုန်းကလေး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002047,Win Pa Ya,169577,Taung Pa Laung,တောင်ပလောင်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002047,Win Pa Ya,169573,Win Hpa Ya,ဝင်းဖရ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002066,Win Saw,169676,Htee Ka Haw,ထီးကဟော
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002066,Win Saw,169678,Ka Lay Moe Khee,ကလေးမိုးခီး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002066,Win Saw,169677,Me Ka Yei,မဲကရယ်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002066,Win Saw,169680,Me La Ahr,မဲလအား
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002066,Win Saw,169674,Me Tan,မဲတံ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002066,Win Saw,169675,Nei Hpoe Khee,နယ်ဖိုးခီး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002066,Win Saw,169679,War Mee Ka Lar,ဝါးမီးကလား
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002066,Win Saw,169673,Win Saw,ဝင်းစော
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002003,Win Sein,169363,Hpa Yar Ngoke To,ဘုရားငုတ္တို
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002003,Win Sein,169365,Kha Dar,ခဒါ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002003,Win Sein,169364,Kun Hpyar,ကွမ်ဖျာ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002003,Win Sein,169366,Pu Lu Khee,ပုလူးခီး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002003,Win Sein,169362,Win Sein,ဝင်းစိန်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002060,Yae Pu Gyi,169641,Ah Lel Ywar,အလယ်ရွာ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002060,Yae Pu Gyi,169645,Ah Paw Bamar Su,အပေါဗမာစု
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002060,Yae Pu Gyi,169643,Bamar Su,ဗမာစု
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002060,Yae Pu Gyi,169639,Ka Lu Su,ကလူးစု
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002060,Yae Pu Gyi,169644,Kone Ka Lay,ကုန်းကလေး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002060,Yae Pu Gyi,169646,Me La Ma Ywar,မဲလမရွာ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002060,Yae Pu Gyi,169642,Myauk Kone,မြောက်ကုန်း
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002060,Yae Pu Gyi,169640,Ywar Gyi,ရွာကြီး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002027,Yae Ta Khun,169488,Htee Hta Pa Lu,ထီးတပလူ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002027,Yae Ta Khun,169486,Hti Hpoe Mu Naw,ထိဖိုးမူနော်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002027,Yae Ta Khun,169483,Ka Maw Thoet,ကမောသို့
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002027,Yae Ta Khun,169484,Ka Mawt Hpoe,ကမော့ဖိုး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002027,Yae Ta Khun,169481,Kawt Htee Hpar Kho,ကော့်ထီးဖါးခို
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002027,Yae Ta Khun,169485,Khwa Di Mi,ခွဒီမိ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002027,Yae Ta Khun,169478,Moe Khwee Khoe,မိုးခွီးခိုး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002027,Yae Ta Khun,169479,Noet Day,နို့ဒေး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002027,Yae Ta Khun,169482,Oo Moe Khwee,ဦးမိုးခွီး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002027,Yae Ta Khun,169487,Paw Hti Khoe,ပေါထိခိုး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002027,Yae Ta Khun,169480,Sar Lu Htu,စားလူထု
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002027,Yae Ta Khun,169477,Yae Ta Khun,ရေတံခွန်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002026,Yin Baing,169476,Ka Lu Htaw,ကလူးထော်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002026,Yin Baing,169475,Ku Seik,ကူးဆိပ်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002026,Yin Baing,169473,Kyaung Ma,ကျောင်းမ
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002026,Yin Baing,169474,Me Ka Tu,မဲကတူး
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002026,Yin Baing,169472,Yin Baing,ရင်းဘိုင်း
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002049,Ywar Kaing Kaung,169582,Kawt Hpar Htaw,ကော့ဖားထော်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002049,Ywar Kaing Kaung,169583,Kawt San Maint,ကော့ဆံမိန့်
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002049,Ywar Kaing Kaung,169584,Kawt See So,ကော့စီးစို
MMR003,Kayin,MMR003002,Hlaingbwe,MMR003002049,Ywar Kaing Kaung,169581,Ywar Kaing Kaung,ရွာကိုင်းကောင်း
MMR003,Kayin,MMR003001,Hpa-An,MMR003001062,Bar Kat,169196,Bar Kat,ဘားကပ်
MMR003,Kayin,MMR003001,Hpa-An,MMR003001062,Bar Kat,169197,Kun Thin,ကွမ်သင်
MMR003,Kayin,MMR003001,Hpa-An,MMR003001062,Bar Kat,169198,Taw Gyi Kone,တောကြီးကုန်း
MMR003,Kayin,MMR003001,Hpa-An,MMR003001062,Bar Kat,169199,Yae Twin Kone,ရေတွင်းကုန်း
MMR003,Kayin,MMR003001,Hpa-An,MMR003001063,Bin Chi,169200,Bin Chi,ဘင်ချီ
MMR003,Kayin,MMR003001,Hpa-An,MMR003001063,Bin Chi,169201,Bin Chi (Ywar Lay),ဘင်ချီ (ရွာလေး)
MMR003,Kayin,MMR003001,Hpa-An,MMR003001061,Byet Kha,169193,Byet Kha,ဗျက္ခ
MMR003,Kayin,MMR003001,Hpa-An,MMR003001061,Byet Kha,169194,Byet Kha (Middle),ဗျက္ခ (အလယ်)
MMR003,Kayin,MMR003001,Hpa-An,MMR003001061,Byet Kha,169195,Nan Ma Bon,နန်းမဘုံ
MMR003,Kayin,MMR003001,Hpa-An,MMR003001091,Ei Hei,169347,Ei Hei,အီဟယ်
MMR003,Kayin,MMR003001,Hpa-An,MMR003001091,Ei Hei,169348,Ei Hei (Ywar Ka Lay),အီဟယ် (ရွာကလေး)
MMR003,Kayin,MMR003001,Hpa-An,MMR003001091,Ei Hei,169349,Hlaing Ka Dat,လှိုင်ကဒတ်
MMR003,Kayin,MMR003001,Hpa-An,MMR003001091,Ei Hei,169352,Kyon Sein (Ywar Thit),ကျုံစိန် (ရွာသစ်)
MMR003,Kayin,MMR003001,Hpa-An,MMR003001091,Ei Hei,169351,Leik Chaung,လိပ်ချောင်း
MMR003,Kayin,MMR003001,Hpa-An,MMR003001091,Ei Hei,169350,Noet Naw War,နို့နော်ဝါး
MMR003,Kayin,MMR003001,Hpa-An,MMR003001089,Ein De,169338,Ein De,အိန္ဒဲ
MMR003,Kayin,MMR003001,Hpa-An,MMR003001089,Ein De,169339,Hpyar Lon,ဖျားလုံ
MMR003,Kayin,MMR003001,Hpa-An,MMR003001089,Ein De,169341,Ka Man,ကမံ
MMR003,Kayin,MMR003001,Hpa-An,MMR003001089,Ein De,169340,Kawt Kha Meik,ကော့ခမိတ်
MMR003,Kayin,MMR003001,Hpa-An,MMR003001089,Ein De,169343,Naung Lon (Ku Lar Su),နောင်လုံ (ကုလားစု)
MMR003,Kayin,MMR003001,Hpa-An,MMR003001089,Ein De,169342,Naung Lon (Shan Su),နောင်လုံ (ရှမ်းစု)
MMR003,Kayin,MMR003001,Hpa-An,MMR003001090,Ein Du,169344,Ein Du,အိန္ဒု
MMR003,Kayin,MMR003001,Hpa-An,MMR003001090,Ein Du,169345,Mu Ko,မူးကို
MMR003,Kayin,MMR003001,Hpa-An,MMR003001090,Ein Du,169346,Wea Ka Nin,ဝဲကနင်
MMR003,Kayin,MMR003001,Hpa-An,MMR003001032,Gyaing,169043,Gyaing,ဂျိုင်း
MMR003,Kayin,MMR003001,Hpa-An,MMR003001032,Gyaing,169044,Yoe Ma Har,ရိုးမဟာ
MMR003,Kayin,MMR003001,Hpa-An,MMR003001087,Hat Ta Laik,169326,Hat Ta Laik,ဟတ္တလိုက်
MMR003,Kayin,MMR003001,Hpa-An,MMR003001087,Hat Ta Laik,169327,Hpa Laung Taung,ဖလောင်တောင်
MMR003,Kayin,MMR003001,Hpa-An,MMR003001087,Hat Ta Laik,169328,Kyon Sein (Ywar Gyi),ကျုံစိန် (ရွာကြီး)
MMR003,Kayin,MMR003001,Hpa-An,MMR003001087,Hat Ta Laik,169329,Kyon Sein (Ywar Lay),ကျုံစိန် (ရွာလေး)
MMR003,Kayin,MMR003001,Hpa-An,MMR003001087,Hat Ta Laik,169332,Noet Aw Lar,နို့အော်လာ
MMR003,Kayin,MMR003001,Hpa-An,MMR003001087,Hat Ta Laik,169330,Yae Aye (Gyi),ရေအေး (ကြီး)
MMR003,Kayin,MMR003001,Hpa-An,MMR003001087,Hat Ta Laik,169331,Yae Aye (Lay),ရေအေး (လေး)
MMR003,Kayin,MMR003001,Hpa-An,MMR003001076,Hlaing Ka Bar,169268,Hlaing Ka Bar,လှိုင်ကဘာ
MMR003,Kayin,MMR003001,Hpa-An,MMR003001076,Hlaing Ka Bar,169272,Kawt Dan,ကော့ဒန်
MMR003,Kayin,MMR003001,Hpa-An,MMR003001076,Hlaing Ka Bar,169273,Kawt Do,ကော့ဒို
MMR003,Kayin,MMR003001,Hpa-An,MMR003001076,Hlaing Ka Bar,169270,Kawt Mu Noke,ကော့မူးနုတ်
MMR003,Kayin,MMR003001,Hpa-An,MMR003001076,Hlaing Ka Bar,169271,Kawt Nan Thar,ကော့နန်းသာ
MMR003,Kayin,MMR003001,Hpa-An,MMR003001076,Hlaing Ka Bar,169269,Kawt Thaik,ကော့သိုက်
MMR003,Kayin,MMR003001,Hpa-An,MMR003001076,Hlaing Ka Bar,169275,Kone Ka Lay,ကုန်းကလေး
MMR003,Kayin,MMR003001,Hpa-An,MMR003001076,Hlaing Ka Bar,169276,Mee Man Ywar,မီးမန်းရွာ
MMR003,Kayin,MMR003001,Hpa-An,MMR003001076,Hlaing Ka Bar,169274,Ta Wun Tar (Upper),တဝန်တာ (အထက်)
MMR003,Kayin,MMR003001,Hpa-An,MMR003001078,Hlar Ka Daung,169282,Hlaing Bon,လှိုင်ဘုံ
MMR003,Kayin,MMR003001,Hpa-An,MMR003001078,Hlar Ka Daung,169283,Hlaing War,လှိုင်ဝါး
MMR003,Kayin,MMR003001,Hpa-An,MMR003001078,Hlar Ka Daung,169284,Hnaing Kyar,နှိုင်းကြာ
MMR003,Kayin,MMR003001,Hpa-An,MMR003001078,Hlar Ka Daung,169286,Min Ga Lar Ywar Thit,မင်္ဂလာရွာသစ်
MMR003,Kayin,MMR003001,Hpa-An,MMR003001078,Hlar Ka Daung,169285,Taung Nar,တောင်နား
MMR003,Kayin,MMR003001,Hpa-An,MMR003001079,Hlar Ka Myin,169295,Dawei An,ထားဝယ်အံ
MMR003,Kayin,MMR003001,Hpa-An,MMR003001079,Hlar Ka Myin,169287,Hlar Ka Myin,လှာကမြင်
MMR003,Kayin,MMR003001,Hpa-An,MMR003001079,Hlar Ka Myin,169290,Me Baung,မဲဘောင်
MMR003,Kayin,MMR003001,Hpa-An,MMR003001079,Hlar Ka Myin,169296,Mein Ma Shar,မိန်းမရှာ
MMR003,Kayin,MMR003001,Hpa-An,MMR003001079,Hlar Ka Myin,169297,Naung Ya Hpay,နောင်ရဖေ
MMR003,Kayin,MMR003001,Hpa-An,MMR003001079,Hlar Ka Myin,169298,Nwar Chan Kone,နွားခြံကုန်း
MMR003,Kayin,MMR003001,Hpa-An,MMR003001079,Hlar Ka Myin,169289,Pa De Kaw,ပတဲကော
MMR003,Kayin,MMR003001,Hpa-An,MMR003001079,Hlar Ka Myin,169288,Par Ro,ပါရို
MMR003,Kayin,MMR003001,Hpa-An,MMR003001079,Hlar Ka Myin,169299,Pein Hne Taw,ပိန္နဲတော
